,index,player,team,type,shot_outcome,shot_body_part,shot_type,location,shot_statsbomb_xg
0,3725,Mathias Jattah-Njie Jørgensen,Denmark,Shot,Goal,Left Foot,Open Play,"[115.0, 34.0]",0.07408676
1,3726,Mario Mandžukić,Croatia,Shot,Goal,Right Foot,Open Play,"[112.0, 36.0]",0.29299468
2,3727,Ivan Perišić,Croatia,Shot,Blocked,Left Foot,Free Kick,"[101.0, 55.0]",0.07871395
3,3728,Ivan Perišić,Croatia,Shot,Blocked,Right Foot,Open Play,"[103.0, 24.0]",0.028037952
4,3729,Christian Dannemann Eriksen,Denmark,Shot,Blocked,Right Foot,Open Play,"[96.0, 37.0]",0.06426074
5,3730,Martin Braithwaite Christensen,Denmark,Shot,Saved,Right Foot,Open Play,"[111.0, 50.0]",0.30314973
6,3731,Ivan Rakitić,Croatia,Shot,Saved,Right Foot,Open Play,"[94.0, 32.0]",0.03258096
7,3732,Ivan Perišić,Croatia,Shot,Wayward,Left Foot,Open Play,"[110.0, 32.0]",0.20444514
8,3733,Ivan Perišić,Croatia,Shot,Off T,Right Foot,Open Play,"[111.0, 34.0]",0.15178046
9,3734,Ante Rebić,Croatia,Shot,Blocked,Right Foot,Open Play,"[97.0, 30.0]",0.03208493
10,3735,Christian Dannemann Eriksen,Denmark,Shot,Off T,Left Foot,Open Play,"[96.0, 57.0]",0.01724441
11,3736,Dejan Lovren,Croatia,Shot,Off T,Head,Open Play,"[115.0, 39.0]",0.18882553
12,3737,Ivan Rakitić,Croatia,Shot,Saved,Left Foot,Open Play,"[104.0, 31.0]",0.09615429
13,3738,Ivan Perišić,Croatia,Shot,Off T,Right Foot,Open Play,"[98.0, 62.0]",0.014904396
14,3739,Martin Braithwaite Christensen,Denmark,Shot,Off T,Right Foot,Open Play,"[115.0, 52.0]",0.06730466
15,3740,Ivan Perišić,Croatia,Shot,Blocked,Right Foot,Open Play,"[108.0, 21.0]",0.017317483
16,3741,Ante Rebić,Croatia,Shot,Blocked,Right Foot,Open Play,"[102.0, 26.0]",0.033544227
17,3742,Nicolai Jørgensen,Denmark,Shot,Saved,Right Foot,Open Play,"[107.0, 50.0]",0.075596966
18,3743,Christian Dannemann Eriksen,Denmark,Shot,Off T,Right Foot,Open Play,"[101.0, 30.0]",0.038286086
19,3744,Luka Modrić,Croatia,Shot,Off T,Right Foot,Open Play,"[96.0, 51.0]",0.028009525
20,3745,Ante Rebić,Croatia,Shot,Saved,Left Foot,Open Play,"[97.0, 58.0]",0.01753663
21,3746,Ivan Perišić,Croatia,Shot,Off T,Head,Open Play,"[113.0, 31.0]",0.057968285
22,3747,Josip Pivarić,Croatia,Shot,Blocked,Left Foot,Open Play,"[98.0, 30.0]",0.024782224
23,3748,Lasse Schöne,Denmark,Shot,Off T,Right Foot,Open Play,"[97.0, 50.0]",0.026935928
24,3749,Ivan Rakitić,Croatia,Shot,Off T,Right Foot,Open Play,"[88.0, 40.0]",0.018788926
25,3750,Martin Braithwaite Christensen,Denmark,Shot,Off T,Right Foot,Open Play,"[100.0, 50.0]",0.015414895
26,3751,Thomas Delaney,Denmark,Shot,Blocked,Left Foot,Open Play,"[78.0, 47.0]",0.018779105
27,3752,Lasse Schöne,Denmark,Shot,Blocked,Right Foot,Open Play,"[95.0, 45.0]",0.016967557
28,3753,Lasse Schöne,Denmark,Shot,Off T,Right Foot,Open Play,"[95.0, 47.0]",0.032352064
29,3754,Mateo Kovačić,Croatia,Shot,Blocked,Right Foot,Open Play,"[98.0, 30.0]",0.041005496
30,3755,Pione Sisto Ifolo Emirmija,Denmark,Shot,Off T,Right Foot,Open Play,"[106.0, 20.0]",0.03230451
31,3756,Nicolai Jørgensen,Denmark,Shot,Off T,Right Foot,Open Play,"[112.0, 27.0]",0.04240444
32,3757,Luka Modrić,Croatia,Shot,Saved,Right Foot,Penalty,"[109.0, 41.0]",0.76
33,3758,Luka Modrić,Croatia,Shot,Saved,Right Foot,Open Play,"[97.0, 33.0]",0.066564746
34,3759,Andrej Kramarić,Croatia,Shot,Off T,Right Foot,Open Play,"[98.0, 28.0]",0.024423312
35,3760,Christian Dannemann Eriksen,Denmark,Shot,Saved,Right Foot,Penalty,"[108.0, 40.0]",0.76
36,3761,Milan Badelj,Croatia,Shot,Saved,Right Foot,Penalty,"[108.0, 40.0]",0.76
37,3762,Simon Thorup Kjær,Denmark,Shot,Goal,Right Foot,Penalty,"[108.0, 40.0]",0.76
38,3763,Andrej Kramarić,Croatia,Shot,Goal,Right Foot,Penalty,"[108.0, 40.0]",0.76
39,3764,Michael Krohn-Dehli,Denmark,Shot,Goal,Right Foot,Penalty,"[108.0, 40.0]",0.76
40,3765,Luka Modrić,Croatia,Shot,Goal,Right Foot,Penalty,"[108.0, 40.0]",0.76
41,3766,Lasse Schöne,Denmark,Shot,Saved,Right Foot,Penalty,"[108.0, 40.0]",0.76
42,3767,Josip Pivarić,Croatia,Shot,Saved,Left Foot,Penalty,"[108.0, 40.0]",0.76
43,3768,Nicolai Jørgensen,Denmark,Shot,Saved,Right Foot,Penalty,"[108.0, 40.0]",0.76
44,3769,Ivan Rakitić,Croatia,Shot,Goal,Right Foot,Penalty,"[108.0, 40.0]",0.76
45,3059,Gylfi Þór Sigurðsson,Iceland,Shot,Saved,Right Foot,Free Kick,"[92.0, 40.0]",0.076998495
46,3060,Gylfi Þór Sigurðsson,Iceland,Shot,Saved,Right Foot,Open Play,"[99.0, 39.0]",0.0927936
47,3061,Kenneth Josiah Omeruo,Nigeria,Shot,Wayward,Head,Open Play,"[104.0, 39.0]",0.013531805
48,3062,Birkir Bjarnason,Iceland,Shot,Blocked,Left Foot,Open Play,"[114.0, 27.0]",0.023211429
49,3063,Birkir Bjarnason,Iceland,Shot,Off T,Right Foot,Open Play,"[109.0, 24.0]",0.01771761
50,3064,Alfreð Finnbogason,Iceland,Shot,Off T,Other,Open Play,"[113.0, 40.0]",0.16101475
51,3065,Jón Daði Böðvarsson,Iceland,Shot,Off T,Head,Open Play,"[113.0, 51.0]",0.020662703
52,3066,Oghenekaro Etebo,Nigeria,Shot,Saved,Right Foot,Open Play,"[96.0, 47.0]",0.0431096
53,3067,Ahmed Musa,Nigeria,Shot,Goal,Right Foot,Open Play,"[112.0, 46.0]",0.17125738
54,3068,Onyinye Wilfred Ndidi,Nigeria,Shot,Saved,Right Foot,Open Play,"[84.0, 26.0]",0.011676902
55,3069,Victor Moses,Nigeria,Shot,Off T,Right Foot,Open Play,"[106.0, 61.0]",0.018106434
56,3070,Rúrik Gíslason,Iceland,Shot,Off T,Right Foot,Open Play,"[99.0, 28.0]",0.03623538
57,3071,Victor Moses,Nigeria,Shot,Blocked,Left Foot,Open Play,"[101.0, 55.0]",0.033122562
58,3072,Oghenekaro Etebo,Nigeria,Shot,Blocked,Right Foot,Open Play,"[95.0, 38.0]",0.029355345
59,3073,William Troost-Ekong,Nigeria,Shot,Off T,Head,Open Play,"[107.0, 48.0]",0.05465494
60,3074,Leon-Aderemi Balogun,Nigeria,Shot,Off T,Head,Open Play,"[112.0, 43.0]",0.08665461
61,3075,Kelechi Promise Iheanacho,Nigeria,Shot,Blocked,Left Foot,Open Play,"[98.0, 54.0]",0.024419278
62,3077,Victor Moses,Nigeria,Shot,Off T,Right Foot,Open Play,"[104.0, 50.0]",0.054739155
63,3078,Ahmed Musa,Nigeria,Shot,Goal,Right Foot,Open Play,"[113.0, 41.0]",0.5289739
64,3079,William Troost-Ekong,Nigeria,Shot,Blocked,Left Foot,Open Play,"[92.0, 39.0]",0.018213244
65,3080,Gylfi Þór Sigurðsson,Iceland,Shot,Off T,Right Foot,Penalty,"[108.0, 40.0]",0.76
66,3081,Kelechi Promise Iheanacho,Nigeria,Shot,Off T,Left Foot,Open Play,"[98.0, 48.0]",0.049648497
67,3082,Alfreð Finnbogason,Iceland,Shot,Saved,Left Foot,Open Play,"[112.0, 27.0]",0.104910664
68,3083,Onyinye Wilfred Ndidi,Nigeria,Shot,Blocked,Right Foot,Open Play,"[91.0, 42.0]",0.02246638
69,3084,Sverrir Ingi Ingason,Iceland,Shot,Off T,Head,Open Play,"[107.0, 41.0]",0.030964347
70,3085,Alex Iwobi,Nigeria,Shot,Blocked,Left Foot,Open Play,"[103.0, 39.0]",0.06505654
71,3406,Dawid Kownacki,Poland,Shot,Blocked,Right Foot,Open Play,"[104.0, 21.0]",0.02011104
72,3407,Robert Lewandowski,Poland,Shot,Wayward,Head,Open Play,"[115.0, 39.0]",0.20120071
73,3408,Santiago Arias Naranjo,Colombia,Shot,Blocked,Right Foot,Open Play,"[95.0, 52.0]",0.009108385
74,3409,Piotr Zieliński,Poland,Shot,Blocked,Left Foot,Open Play,"[95.0, 52.0]",0.027869526
75,3410,Juan Guillermo Cuadrado Bello,Colombia,Shot,Off T,Right Foot,Open Play,"[82.0, 30.0]",0.0148842465
76,3411,Yerry Fernando Mina González,Colombia,Shot,Goal,Head,Open Play,"[116.0, 38.0]",0.3634548
77,3412,Bartosz Bereszyński,Poland,Shot,Off T,Head,Open Play,"[105.0, 55.0]",0.015632125
78,3413,Robert Lewandowski,Poland,Shot,Off T,Head,Open Play,"[112.0, 44.0]",0.069430396
79,3414,Juan Fernando Quintero Paniagua,Colombia,Shot,Off T,Left Foot,Open Play,"[85.0, 57.0]",0.012219362
80,3415,Radamel Falcao García Zárate,Colombia,Shot,Off T,Right Foot,Open Play,"[102.0, 51.0]",0.066389844
81,3416,James David Rodríguez Rubio,Colombia,Shot,Blocked,Left Foot,Open Play,"[105.0, 53.0]",0.04925287
82,3417,Juan Fernando Quintero Paniagua,Colombia,Shot,Blocked,Left Foot,Open Play,"[98.0, 35.0]",0.035838474
83,3418,Juan Guillermo Cuadrado Bello,Colombia,Shot,Off T,Right Foot,Open Play,"[88.0, 50.0]",0.011373354
84,3419,Robert Lewandowski,Poland,Shot,Saved,Left Foot,Open Play,"[110.0, 29.0]",0.12777343
85,3420,Robert Lewandowski,Poland,Shot,Blocked,Head,Open Play,"[112.0, 41.0]",0.064435676
86,3421,Radamel Falcao García Zárate,Colombia,Shot,Goal,Right Foot,Open Play,"[108.0, 47.0]",0.35977694
87,3422,Piotr Zieliński,Poland,Shot,Off T,Right Foot,Open Play,"[94.0, 50.0]",0.012643818
88,3423,Juan Guillermo Cuadrado Bello,Colombia,Shot,Goal,Right Foot,Open Play,"[105.0, 38.0]",0.22527124
89,3424,Łukasz Teodorczyk,Poland,Shot,Blocked,Head,Open Play,"[109.0, 34.0]",0.029345447
90,3425,Grzegorz Krychowiak,Poland,Shot,Blocked,Right Foot,Open Play,"[116.0, 33.0]",0.25026387
91,3426,Andrés Mateus Uribe Villa,Colombia,Shot,Blocked,Left Foot,Open Play,"[118.0, 47.0]",0.09427906
92,3427,James David Rodríguez Rubio,Colombia,Shot,Off T,Left Foot,Free Kick,"[89.0, 15.0]",0.060087644
93,3428,Robert Lewandowski,Poland,Shot,Saved,Right Foot,Open Play,"[91.0, 33.0]",0.0146566285
94,3429,Jefferson Andrés Lerma Solís,Colombia,Shot,Blocked,Left Foot,Open Play,"[92.0, 50.0]",0.01789519
95,3272,Alex Iwobi,Nigeria,Shot,Blocked,Right Foot,Open Play,"[89.0, 40.0]",0.010071044
96,3273,Ivan Perišić,Croatia,Shot,Off T,Right Foot,Open Play,"[99.0, 46.0]",0.05412039
97,3274,Andrej Kramarić,Croatia,Shot,Off T,Right Foot,Open Play,"[86.0, 35.0]",0.012597333
98,3275,Odion Jude Ighalo,Nigeria,Shot,Blocked,Right Foot,Open Play,"[109.0, 59.0]",0.02220718
99,3276,Oghenekaro Etebo,Nigeria,Shot,Off T,Right Foot,Open Play,"[93.0, 41.0]",0.018827748
100,3277,Ante Rebić,Croatia,Shot,Blocked,Right Foot,Open Play,"[101.0, 23.0]",0.026724156
101,3278,Mario Mandžukić,Croatia,Shot,Blocked,Head,Open Play,"[113.0, 41.0]",0.22018777
102,3279,Odion Jude Ighalo,Nigeria,Shot,Blocked,Left Foot,Open Play,"[106.0, 33.0]",0.13032283
103,3280,Andrej Kramarić,Croatia,Shot,Off T,Head,Open Play,"[107.0, 37.0]",0.06772817
104,3281,Šime Vrsaljko,Croatia,Shot,Off T,Right Foot,Open Play,"[104.0, 59.0]",0.025439281
105,3282,Alex Iwobi,Nigeria,Shot,Blocked,Right Foot,Open Play,"[104.0, 31.0]",0.026036683
106,3283,Victor Moses,Nigeria,Shot,Off T,Right Foot,Open Play,"[91.0, 47.0]",0.020710541
107,3284,Victor Moses,Nigeria,Shot,Off T,Left Foot,Open Play,"[108.0, 57.0]",0.028252468
108,3285,Ivan Rakitić,Croatia,Shot,Off T,Right Foot,Open Play,"[88.0, 41.0]",0.010134564
109,3286,Alex Iwobi,Nigeria,Shot,Blocked,Right Foot,Open Play,"[112.0, 21.0]",0.021278273
110,3287,Odion Jude Ighalo,Nigeria,Shot,Saved,Head,Open Play,"[108.0, 34.0]",0.03788443
111,3288,Mario Mandžukić,Croatia,Shot,Off T,Head,Open Play,"[112.0, 44.0]",0.061654758
112,3289,Luka Modrić,Croatia,Shot,Goal,Right Foot,Penalty,"[109.0, 41.0]",0.76
113,3290,Dejan Lovren,Croatia,Shot,Blocked,Head,Open Play,"[108.0, 46.0]",0.013806463
114,3291,Kelechi Promise Iheanacho,Nigeria,Shot,Off T,Left Foot,Open Play,"[108.0, 52.0]",0.06748636
115,3292,Leon-Aderemi Balogun,Nigeria,Shot,Saved,Head,Open Play,"[106.0, 40.0]",0.037232388
116,3293,Oghenekaro Etebo,Nigeria,Shot,Off T,Right Foot,Open Play,"[86.0, 29.0]",0.013130586
117,3294,Victor Moses,Nigeria,Shot,Blocked,Right Foot,Open Play,"[108.0, 49.0]",0.12623498
118,3295,Mateo Kovačić,Croatia,Shot,Saved,Right Foot,Open Play,"[111.0, 52.0]",0.17565578
119,3516,Philippe Coutinho Correia,Brazil,Shot,Off T,Right Foot,Open Play,"[98.0, 51.0]",0.041867834
120,3517,Cristian Gamboa Luna,Costa Rica,Shot,Off T,Right Foot,Open Play,"[88.0, 59.0]",0.012412083
121,3518,Celso Borges Mora,Costa Rica,Shot,Off T,Right Foot,Open Play,"[107.0, 48.0]",0.09552835
122,3519,Bryan Oviedo,Costa Rica,Shot,Blocked,Left Foot,Open Play,"[82.0, 27.0]",0.014804577
123,3520,Thiago Emiliano da Silva,Brazil,Shot,Off T,Head,Open Play,"[106.0, 25.0]",0.015817871
124,3521,Marcelo Vieira da Silva Júnior,Brazil,Shot,Blocked,Left Foot,Open Play,"[99.0, 22.0]",0.016983224
125,3522,Marcelo Vieira da Silva Júnior,Brazil,Shot,Off T,Left Foot,Open Play,"[97.0, 20.0]",0.016828433
126,3523,Philippe Coutinho Correia,Brazil,Shot,Off T,Right Foot,Open Play,"[92.0, 23.0]",0.016931064
127,3524,Willian Borges da Silva,Brazil,Shot,Off T,Left Foot,Open Play,"[100.0, 52.0]",0.040131316
128,3525,Marcelo Vieira da Silva Júnior,Brazil,Shot,Saved,Right Foot,Open Play,"[96.0, 23.0]",0.021595828
129,3526,Neymar da Silva Santos Junior,Brazil,Shot,Blocked,Right Foot,Open Play,"[117.0, 39.0]",0.47045976
130,3528,Philippe Coutinho Correia,Brazil,Shot,Blocked,Right Foot,Open Play,"[105.0, 41.0]",0.13453194
131,3529,Neymar da Silva Santos Junior,Brazil,Shot,Saved,Right Foot,Open Play,"[110.0, 42.0]",0.3024155
132,3530,Philippe Coutinho Correia,Brazil,Shot,Saved,Right Foot,Open Play,"[103.0, 48.0]",0.06996362
133,3531,Óscar Esau Duarte Gaitán,Costa Rica,Shot,Wayward,Right Foot,Open Play,"[104.0, 40.0]",0.026154986
134,3532,Gabriel Fernando de Jesus,Brazil,Shot,Blocked,Right Foot,Open Play,"[108.0, 31.0]",0.06596128
135,3533,Neymar da Silva Santos Junior,Brazil,Shot,Saved,Left Foot,Open Play,"[100.0, 24.0]",0.023692384
136,3534,Thiago Emiliano da Silva,Brazil,Shot,Wayward,Head,Open Play,"[111.0, 44.0]",0.1054688
137,3535,Carlos Henrique Casimiro,Brazil,Shot,Saved,Head,Open Play,"[112.0, 41.0]",0.09714448
138,3536,Neymar da Silva Santos Junior,Brazil,Shot,Off T,Right Foot,Open Play,"[98.0, 38.0]",0.10580404
139,3537,Neymar da Silva Santos Junior,Brazil,Shot,Blocked,Right Foot,Open Play,"[108.0, 27.0]",0.03603283
140,3538,Philippe Coutinho Correia,Brazil,Shot,Saved,Right Foot,Open Play,"[89.0, 28.0]",0.010091367
141,3539,Carlos Henrique Casimiro,Brazil,Shot,Saved,Right Foot,Open Play,"[96.0, 46.0]",0.028604189
142,3540,Philippe Coutinho Correia,Brazil,Shot,Goal,Right Foot,Open Play,"[113.0, 38.0]",0.36002645
143,3541,Roberto Firmino Barbosa de Oliveira,Brazil,Shot,Off T,Right Foot,Open Play,"[112.0, 32.0]",0.12025434
144,3542,Neymar da Silva Santos Junior,Brazil,Shot,Goal,Left Foot,Open Play,"[115.0, 42.0]",0.84282774
145,3240,Hirving Rodrigo Lozano Bahena,Mexico,Shot,Blocked,Right Foot,Open Play,"[111.0, 29.0]",0.12454654
146,3241,Timo Werner,Germany,Shot,Off T,Right Foot,Open Play,"[114.0, 54.0]",0.058446128
147,3242,Mats Hummels,Germany,Shot,Saved,Left Foot,Open Play,"[103.0, 41.0]",0.081823245
148,3243,Miguel Arturo Layún Prado,Mexico,Shot,Off T,Right Foot,Free Kick,"[95.0, 38.0]",0.10152786
149,3244,Héctor Miguel Herrera López,Mexico,Shot,Saved,Right Foot,Open Play,"[91.0, 40.0]",0.021575123
150,3245,Héctor Alfredo Moreno Herrera,Mexico,Shot,Saved,Head,Open Play,"[110.0, 39.0]",0.069603324
151,3246,Julian Draxler,Germany,Shot,Saved,Right Foot,Open Play,"[94.0, 28.0]",0.0128795365
152,3247,Toni Kroos,Germany,Shot,Blocked,Right Foot,Open Play,"[87.0, 23.0]",0.012751587
153,3248,Timo Werner,Germany,Shot,Saved,Left Foot,Open Play,"[105.0, 46.0]",0.13701679
154,3249,Toni Kroos,Germany,Shot,Saved,Left Foot,Open Play,"[97.0, 27.0]",0.031637885
155,3250,Javier Hernández Balcázar,Mexico,Shot,Blocked,Left Foot,Open Play,"[100.0, 31.0]",0.037012618
156,3251,Miguel Arturo Layún Prado,Mexico,Shot,Off T,Right Foot,Open Play,"[95.0, 39.0]",0.025883628
157,3252,Miguel Arturo Layún Prado,Mexico,Shot,Saved,Right Foot,Open Play,"[97.0, 34.0]",0.04182519
158,3253,Hirving Rodrigo Lozano Bahena,Mexico,Shot,Goal,Right Foot,Open Play,"[109.0, 32.0]",0.1432629
159,3254,Sami Khedira,Germany,Shot,Blocked,Right Foot,Open Play,"[107.0, 50.0]",0.045221735
160,3255,Toni Kroos,Germany,Shot,Saved,Right Foot,Free Kick,"[95.0, 49.0]",0.08655771
161,3256,Carlos Alberto Vela Garrido,Mexico,Shot,Off T,Left Foot,Open Play,"[102.0, 32.0]",0.06636913
162,3257,Marvin Plattenhardt,Germany,Shot,Saved,Left Foot,Open Play,"[95.0, 30.0]",0.022533856
163,3258,Joshua Kimmich,Germany,Shot,Off T,Left Foot,Open Play,"[93.0, 40.0]",0.016957339
164,3259,Julian Draxler,Germany,Shot,Blocked,Right Foot,Open Play,"[105.0, 25.0]",0.03690991
165,3260,Toni Kroos,Germany,Shot,Blocked,Right Foot,Open Play,"[102.0, 36.0]",0.036896866
166,3261,José Andrés Guardado Hernández,Mexico,Shot,Off T,Left Foot,Open Play,"[102.0, 29.0]",0.054035157
167,3262,Julian Draxler,Germany,Shot,Blocked,Right Foot,Open Play,"[99.0, 31.0]",0.04118117
168,3263,Joshua Kimmich,Germany,Shot,Off T,Right Foot,Open Play,"[109.0, 41.0]",0.11041257
169,3264,Julian Draxler,Germany,Shot,Off T,Right Foot,Open Play,"[104.0, 31.0]",0.044748064
170,3265,Timo Werner,Germany,Shot,Off T,Right Foot,Open Play,"[114.0, 34.0]",0.1665578
171,3266,Marco Reus,Germany,Shot,Off T,Right Foot,Open Play,"[114.0, 58.0]",0.020397227
172,3267,Toni Kroos,Germany,Shot,Off T,Right Foot,Open Play,"[100.0, 49.0]",0.06758642
173,3268,Julian Draxler,Germany,Shot,Blocked,Left Foot,Open Play,"[106.0, 40.0]",0.1436374
174,3269,Miguel Arturo Layún Prado,Mexico,Shot,Off T,Right Foot,Open Play,"[97.0, 48.0]",0.036564335
175,3270,Mesut Özil,Germany,Shot,Blocked,Left Foot,Open Play,"[99.0, 52.0]",0.034131553
176,3271,Miguel Arturo Layún Prado,Mexico,Shot,Off T,Right Foot,Open Play,"[101.0, 54.0]",0.05629847
177,3272,Toni Kroos,Germany,Shot,Saved,Left Foot,Open Play,"[99.0, 33.0]",0.0523555
178,3273,Mario Gómez García,Germany,Shot,Blocked,Head,Open Play,"[113.0, 35.0]",0.049506612
179,3274,Mario Gómez García,Germany,Shot,Off T,Head,Open Play,"[113.0, 40.0]",0.08843158
180,3275,Mario Gómez García,Germany,Shot,Saved,Right Foot,Open Play,"[117.0, 39.0]",0.41927418
181,3276,Julian Brandt,Germany,Shot,Off T,Right Foot,Open Play,"[96.0, 31.0]",0.024618596
182,3277,Jérôme Boateng,Germany,Shot,Saved,Left Foot,Open Play,"[95.0, 59.0]",0.016289597
183,3485,Mile Jedinak,Australia,Shot,Off T,Right Foot,Open Play,"[97.0, 53.0]",0.04348265
184,3486,Tom Rogić,Australia,Shot,Blocked,Left Foot,Open Play,"[95.0, 46.0]",0.048779152
185,3487,André Martín Carrillo Díaz,Peru,Shot,Goal,Right Foot,Open Play,"[104.0, 53.0]",0.036197923
186,3488,Mathew Leckie,Australia,Shot,Wayward,Head,Open Play,"[112.0, 42.0]",0.15494666
187,3489,José Paolo Guerrero González,Peru,Shot,Saved,Head,Open Play,"[109.0, 37.0]",0.060401045
188,3490,Tom Rogić,Australia,Shot,Saved,Left Foot,Open Play,"[105.0, 40.0]",0.2767756
189,3491,Víctor Yoshimar Yotún Flores,Peru,Shot,Off T,Left Foot,Open Play,"[83.0, 33.0]",0.011811328
190,3492,Trent Sainsbury,Australia,Shot,Off T,Head,Open Play,"[116.0, 43.0]",0.09505257
191,3493,Trent Sainsbury,Australia,Shot,Off T,Head,Open Play,"[115.0, 34.0]",0.06519177
192,3494,José Paolo Guerrero González,Peru,Shot,Goal,Left Foot,Open Play,"[111.0, 36.0]",0.1810734
193,3495,Mile Jedinak,Australia,Shot,Saved,Head,Open Play,"[113.0, 50.0]",0.04791941
194,3496,Aaron Mooy,Australia,Shot,Blocked,Right Foot,Free Kick,"[96.0, 61.0]",0.037910372
195,3497,Trent Sainsbury,Australia,Shot,Wayward,Head,Open Play,"[113.0, 52.0]",0.02350248
196,3498,Mile Jedinak,Australia,Shot,Wayward,Head,Open Play,"[116.0, 39.0]",0.1810469
197,3499,Tim Cahill,Australia,Shot,Wayward,Head,Open Play,"[111.0, 51.0]",0.041663412
198,3500,Aziz Eraltay Behich,Australia,Shot,Off T,Left Foot,Open Play,"[107.0, 32.0]",0.059994295
199,3501,Tim Cahill,Australia,Shot,Blocked,Right Foot,Open Play,"[110.0, 35.0]",0.1079838
200,3502,Mathew Leckie,Australia,Shot,Blocked,Right Foot,Open Play,"[112.0, 50.0]",0.031708725
201,3503,Daniel Arzani,Australia,Shot,Off T,Right Foot,Open Play,"[96.0, 31.0]",0.04634848
202,3504,Mile Jedinak,Australia,Shot,Off T,Right Foot,Free Kick,"[93.0, 36.0]",0.059850473
203,3898,Philippe Coutinho Correia,Brazil,Shot,Blocked,Right Foot,Open Play,"[104.0, 37.0]",0.08005835
204,3899,Gabriel Fernando de Jesus,Brazil,Shot,Saved,Right Foot,Open Play,"[114.0, 28.0]",0.08755656
205,3900,Filip Kostić,Serbia,Shot,Blocked,Left Foot,Open Play,"[96.0, 46.0]",0.01887498
206,3901,Aleksandar Mitrović,Serbia,Shot,Wayward,Head,Open Play,"[108.0, 43.0]",0.017764475
207,3902,Neymar da Silva Santos Junior,Brazil,Shot,Saved,Left Foot,Open Play,"[117.0, 30.0]",0.08092888
208,3903,Gabriel Fernando de Jesus,Brazil,Shot,Blocked,Right Foot,Open Play,"[114.0, 29.0]",0.08293217
209,3904,Aleksandar Mitrović,Serbia,Shot,Off T,Left Foot,Open Play,"[110.0, 42.0]",0.068023644
210,3905,José Paulo Bezzera Maciel Júnior,Brazil,Shot,Goal,Right Foot,Open Play,"[106.0, 39.0]",0.27684093
211,3906,Dušan Tadić,Serbia,Shot,Off T,Left Foot,Open Play,"[95.0, 45.0]",0.014794509
212,3907,Neymar da Silva Santos Junior,Brazil,Shot,Off T,Right Foot,Open Play,"[101.0, 18.0]",0.024582438
213,3908,Sergej Milinković-Savić,Serbia,Shot,Blocked,Right Foot,Open Play,"[96.0, 50.0]",0.031584896
214,3909,Neymar da Silva Santos Junior,Brazil,Shot,Saved,Left Foot,Open Play,"[111.0, 28.0]",0.0935555
215,3910,Aleksandar Mitrović,Serbia,Shot,Blocked,Head,Open Play,"[112.0, 41.0]",0.35422686
216,3911,Sergej Milinković-Savić,Serbia,Shot,Off T,Right Foot,Open Play,"[104.0, 28.0]",0.038562443
217,3912,Aleksandar Mitrović,Serbia,Shot,Saved,Head,Open Play,"[113.0, 37.0]",0.09027755
218,3913,Thiago Emiliano da Silva,Brazil,Shot,Goal,Head,Open Play,"[116.0, 36.0]",0.30332908
219,3914,Philippe Coutinho Correia,Brazil,Shot,Blocked,Right Foot,Open Play,"[101.0, 43.0]",0.043053042
220,3915,Filipe Luis Kasmirski,Brazil,Shot,Saved,Left Foot,Open Play,"[95.0, 40.0]",0.01288662
221,3916,Neymar da Silva Santos Junior,Brazil,Shot,Blocked,Right Foot,Open Play,"[104.0, 30.0]",0.0637518
222,3917,Carlos Henrique Casimiro,Brazil,Shot,Off T,Right Foot,Open Play,"[80.0, 43.0]",0.010222873
223,3918,Nemanja Matić,Serbia,Shot,Off T,Left Foot,Open Play,"[109.0, 40.0]",0.21679449
224,3919,Neymar da Silva Santos Junior,Brazil,Shot,Off T,Right Foot,Open Play,"[106.0, 43.0]",0.1605145
225,3920,Aleksandar Mitrović,Serbia,Shot,Blocked,Right Foot,Open Play,"[106.0, 43.0]",0.07516868
226,3921,Neymar da Silva Santos Junior,Brazil,Shot,Blocked,Right Foot,Open Play,"[108.0, 30.0]",0.055022724
227,3922,Andrija Živković,Serbia,Shot,Off T,Left Foot,Open Play,"[99.0, 59.0]",0.01166152
228,3923,Neymar da Silva Santos Junior,Brazil,Shot,Saved,Right Foot,Open Play,"[114.0, 52.0]",0.14093578
229,1649,"M""Baye Babacar Niang",Senegal,Shot,Off T,Right Foot,Open Play,"[96.0, 26.0]",0.021801108
230,1650,Juan Fernando Quintero Paniagua,Colombia,Shot,Saved,Left Foot,Free Kick,"[96.0, 53.0]",0.06201031
231,1651,Keita Baldé Diao,Senegal,Shot,Saved,Right Foot,Open Play,"[107.0, 23.0]",0.024572538
232,1652,Ismaïla Sarr,Senegal,Shot,Saved,Left Foot,Open Play,"[104.0, 59.0]",0.0224238
233,1653,Salif Sané,Senegal,Shot,Off T,Right Foot,Open Play,"[90.0, 41.0]",0.018913621
234,1654,Sadio Mané,Senegal,Shot,Off T,Right Foot,Free Kick,"[95.0, 51.0]",0.07043302
235,1655,Luis Fernando Muriel Fruto,Colombia,Shot,Blocked,Left Foot,Open Play,"[105.0, 49.0]",0.038616735
236,1656,Radamel Falcao García Zárate,Colombia,Shot,Off T,Head,Open Play,"[114.0, 43.0]",0.08617213
237,1657,Yerry Fernando Mina González,Colombia,Shot,Goal,Head,Open Play,"[114.0, 47.0]",0.039005697
238,1658,"M""Baye Babacar Niang",Senegal,Shot,Saved,Right Foot,Open Play,"[113.0, 52.0]",0.14207058
