,index,player,team,type,shot_outcome,shot_body_part,shot_type,location,shot_statsbomb_xg
1361,3839,Yerry Fernando Mina González,Colombia,Shot,Goal,Head,Open Play,"[114.0, 41.0]",0.0874024
1362,3840,Carlos Arturo Bacca Ahumada,Colombia,Shot,Blocked,Head,Open Play,"[109.0, 42.0]",0.03042104
1363,3841,Davinson Sánchez Mina,Colombia,Shot,Off T,Head,Open Play,"[109.0, 42.0]",0.028326292
1364,3842,Radamel Falcao García Zárate,Colombia,Shot,Off T,Head,Open Play,"[108.0, 39.0]",0.05021168
1365,3843,Jesse Lingard,England,Shot,Blocked,Left Foot,Open Play,"[98.0, 45.0]",0.026180284
1366,3844,Jamie Vardy,England,Shot,Blocked,Right Foot,Open Play,"[112.0, 56.0]",0.021024613
1367,3845,Danny Rose,England,Shot,Off T,Left Foot,Open Play,"[113.0, 25.0]",0.03730133
1368,3846,Eric Dier,England,Shot,Off T,Head,Open Play,"[112.0, 44.0]",0.08954069
1369,3847,Harry Maguire,England,Shot,Wayward,Head,Open Play,"[111.0, 45.0]",0.024208752
1370,3848,Radamel Falcao García Zárate,Colombia,Shot,Goal,Right Foot,Penalty,"[109.0, 41.0]",0.76
1371,3849,Harry Kane,England,Shot,Goal,Right Foot,Penalty,"[109.0, 41.0]",0.76
1372,3850,Juan Guillermo Cuadrado Bello,Colombia,Shot,Goal,Right Foot,Penalty,"[109.0, 41.0]",0.76
1373,3851,Marcus Rashford,England,Shot,Goal,Right Foot,Penalty,"[109.0, 41.0]",0.76
1374,3852,Luis Fernando Muriel Fruto,Colombia,Shot,Goal,Right Foot,Penalty,"[109.0, 41.0]",0.76
1375,3853,Jordan Brian Henderson,England,Shot,Saved,Right Foot,Penalty,"[109.0, 41.0]",0.76
1376,3855,Kieran Trippier,England,Shot,Goal,Right Foot,Penalty,"[109.0, 41.0]",0.76
1377,3856,Carlos Arturo Bacca Ahumada,Colombia,Shot,Saved,Right Foot,Penalty,"[109.0, 41.0]",0.76
1378,3857,Eric Dier,England,Shot,Goal,Right Foot,Penalty,"[109.0, 41.0]",0.76
1379,2998,Xherdan Shaqiri,Switzerland,Shot,Off T,Left Foot,Open Play,"[89.0, 60.0]",0.015886042
1380,2999,Steven Zuber,Switzerland,Shot,Saved,Right Foot,Open Play,"[103.0, 22.0]",0.025412552
1381,3000,Marcus Berg,Sweden,Shot,Off T,Right Foot,Open Play,"[108.0, 56.0]",0.055213265
1382,3001,Marcus Berg,Sweden,Shot,Blocked,Right Foot,Open Play,"[104.0, 41.0]",0.18442297
1383,3002,Albin Ekdal,Sweden,Shot,Off T,Right Foot,Open Play,"[101.0, 41.0]",0.06551793
1384,3003,Mikael Lustig,Sweden,Shot,Wayward,Right Foot,Open Play,"[93.0, 50.0]",0.01445046
1385,3004,Steven Zuber,Switzerland,Shot,Off T,Head,Open Play,"[112.0, 51.0]",0.037871893
1386,3005,Marcus Berg,Sweden,Shot,Saved,Left Foot,Open Play,"[108.0, 49.0]",0.043366138
1387,3006,Granit Xhaka,Switzerland,Shot,Off T,Left Foot,Open Play,"[81.0, 48.0]",0.012651618
1388,3007,Xherdan Shaqiri,Switzerland,Shot,Blocked,Left Foot,Open Play,"[98.0, 60.0]",0.013079658
1389,3008,Blerim Džemaili,Switzerland,Shot,Off T,Right Foot,Open Play,"[104.0, 31.0]",0.044724673
1390,3009,Emil Forsberg,Sweden,Shot,Blocked,Right Foot,Free Kick,"[90.0, 51.0]",0.04215365
1391,3010,Albin Ekdal,Sweden,Shot,Off T,Right Foot,Open Play,"[113.0, 33.0]",0.12313891
1392,3011,Ola Toivonen,Sweden,Shot,Off T,Left Foot,Open Play,"[109.0, 47.0]",0.1754705
1393,3012,Ricardo Iván Rodríguez Araya,Switzerland,Shot,Blocked,Right Foot,Open Play,"[93.0, 26.0]",0.014926908
1394,3013,Emil Forsberg,Sweden,Shot,Blocked,Right Foot,Free Kick,"[104.0, 16.0]",0.04816905
1395,3014,Emil Forsberg,Sweden,Shot,Goal,Right Foot,Open Play,"[101.0, 42.0]",0.09860796
1396,3015,Albin Ekdal,Sweden,Shot,Off T,Right Foot,Open Play,"[93.0, 49.0]",0.029793238
1397,3016,Ricardo Iván Rodríguez Araya,Switzerland,Shot,Saved,Right Foot,Open Play,"[93.0, 21.0]",0.019546978
1398,3017,Xherdan Shaqiri,Switzerland,Shot,Blocked,Left Foot,Open Play,"[104.0, 58.0]",0.016021093
1399,3018,Granit Xhaka,Switzerland,Shot,Blocked,Left Foot,Open Play,"[88.0, 33.0]",0.024448063
1400,3019,Xherdan Shaqiri,Switzerland,Shot,Blocked,Left Foot,Open Play,"[95.0, 52.0]",0.017522497
1401,3020,Michael Lang,Switzerland,Shot,Blocked,Right Foot,Open Play,"[112.0, 53.0]",0.027812457
1402,3021,Breel-Donald Embolo,Switzerland,Shot,Blocked,Head,Open Play,"[113.0, 36.0]",0.05459828
1403,3022,Ricardo Iván Rodríguez Araya,Switzerland,Shot,Blocked,Right Foot,Open Play,"[100.0, 31.0]",0.018110827
1404,3023,Josip Drmic,Switzerland,Shot,Blocked,Left Foot,Open Play,"[101.0, 38.0]",0.03772309
1405,3024,Haris Seferović,Switzerland,Shot,Saved,Head,Open Play,"[112.0, 30.0]",0.0451929
1406,3025,Ola Toivonen,Sweden,Shot,Saved,Right Foot,Free Kick,"[102.0, 38.0]",0.16131301
1407,3949,Kieran Trippier,England,Shot,Goal,Right Foot,Free Kick,"[96.0, 43.0]",0.13681328
1408,3950,Harry Maguire,England,Shot,Off T,Head,Open Play,"[111.0, 37.0]",0.02847463
1409,3951,Ivan Perišić,Croatia,Shot,Off T,Right Foot,Open Play,"[94.0, 20.0]",0.025050001
1410,3952,Ante Rebić,Croatia,Shot,Blocked,Left Foot,Open Play,"[98.0, 41.0]",0.12052825
1411,3953,Ivan Perišić,Croatia,Shot,Off T,Right Foot,Open Play,"[87.0, 26.0]",0.011568041
1412,3954,Ante Rebić,Croatia,Shot,Saved,Left Foot,Open Play,"[101.0, 50.0]",0.049119662
1413,3955,Jesse Lingard,England,Shot,Off T,Right Foot,Open Play,"[102.0, 41.0]",0.086329415
1414,3956,Raheem Shaquille Sterling,England,Shot,Blocked,Left Foot,Open Play,"[104.0, 52.0]",0.02933324
1415,3957,Šime Vrsaljko,Croatia,Shot,Off T,Right Foot,Open Play,"[88.0, 51.0]",0.01786488
1416,3958,Jesse Lingard,England,Shot,Blocked,Left Foot,Open Play,"[96.0, 45.0]",0.07683543
1417,3959,Ivan Rakitić,Croatia,Shot,Off T,Left Foot,Open Play,"[97.0, 34.0]",0.025872875
1418,3960,Ivan Perišić,Croatia,Shot,Blocked,Right Foot,Open Play,"[103.0, 41.0]",0.049669664
1419,3961,Harry Kane,England,Shot,Off T,Right Foot,Open Play,"[118.0, 56.0]",0.033182524
1420,3962,Ivan Perišić,Croatia,Shot,Goal,Left Foot,Open Play,"[114.0, 40.0]",0.16153686
1421,3964,Ante Rebić,Croatia,Shot,Saved,Left Foot,Open Play,"[111.0, 44.0]",0.25984475
1422,3965,Marcelo Brozović,Croatia,Shot,Off T,Right Foot,Open Play,"[98.0, 48.0]",0.019139169
1423,3966,Jesse Lingard,England,Shot,Wayward,Right Foot,Open Play,"[115.0, 55.0]",0.0659197
1424,3967,Jordan Brian Henderson,England,Shot,Off T,Right Foot,Open Play,"[95.0, 45.0]",0.02943506
1425,3968,Mario Mandžukić,Croatia,Shot,Saved,Right Foot,Open Play,"[113.0, 52.0]",0.06234461
1426,3969,Ivan Perišić,Croatia,Shot,Off T,Right Foot,Open Play,"[113.0, 24.0]",0.08026097
1427,3970,Dejan Lovren,Croatia,Shot,Off T,Right Foot,Open Play,"[89.0, 57.0]",0.016449666
1428,3971,Harry Kane,England,Shot,Off T,Head,Open Play,"[113.0, 33.0]",0.031169029
1429,3972,Eric Dier,England,Shot,Blocked,Right Foot,Open Play,"[92.0, 51.0]",0.030229246
1430,3973,John Stones,England,Shot,Blocked,Head,Open Play,"[113.0, 49.0]",0.026228873
1431,3974,Andrej Kramarić,Croatia,Shot,Blocked,Left Foot,Open Play,"[106.0, 58.0]",0.028589392
1432,3975,Andrej Kramarić,Croatia,Shot,Blocked,Left Foot,Open Play,"[101.0, 34.0]",0.06090429
1433,3976,Mario Mandžukić,Croatia,Shot,Saved,Right Foot,Open Play,"[114.0, 39.0]",0.3320944
1434,3977,Marcelo Brozović,Croatia,Shot,Off T,Left Foot,Open Play,"[111.0, 27.0]",0.048765816
1435,3978,Mario Mandžukić,Croatia,Shot,Goal,Left Foot,Open Play,"[114.0, 33.0]",0.17174198
1436,3979,Ivan Perišić,Croatia,Shot,Blocked,Left Foot,Open Play,"[107.0, 32.0]",0.12101325
1437,3980,Marcelo Brozović,Croatia,Shot,Saved,Right Foot,Open Play,"[97.0, 22.0]",0.022168055
1438,3981,Andrej Kramarić,Croatia,Shot,Off T,Right Foot,Open Play,"[109.0, 52.0]",0.12545726
1439,3254,Viktor Claesson,Sweden,Shot,Off T,Right Foot,Open Play,"[86.0, 43.0]",0.012779108
1440,3255,Harry Kane,England,Shot,Off T,Right Foot,Open Play,"[97.0, 46.0]",0.052680697
1441,3256,Harry Maguire,England,Shot,Goal,Head,Open Play,"[110.0, 44.0]",0.034489863
1442,3257,Jordan Brian Henderson,England,Shot,Off T,Right Foot,Open Play,"[94.0, 58.0]",0.018468376
1443,3258,Raheem Shaquille Sterling,England,Shot,Blocked,Right Foot,Open Play,"[111.0, 51.0]",0.17926262
1444,3259,Marcus Berg,Sweden,Shot,Saved,Head,Open Play,"[113.0, 48.0]",0.027764944
1445,3260,Emil Forsberg,Sweden,Shot,Off T,Right Foot,Open Play,"[97.0, 13.0]",0.05121217
1446,3261,Raheem Shaquille Sterling,England,Shot,Blocked,Right Foot,Open Play,"[115.0, 32.0]",0.044794805
1447,3262,Jesse Lingard,England,Shot,Blocked,Right Foot,Open Play,"[95.0, 23.0]",0.01145048
1448,3263,Jesse Lingard,England,Shot,Blocked,Right Foot,Open Play,"[98.0, 48.0]",0.040244903
1449,3264,Bamidele Alli,England,Shot,Goal,Head,Open Play,"[116.0, 32.0]",0.08706656
1450,3265,Viktor Claesson,Sweden,Shot,Saved,Right Foot,Open Play,"[106.0, 43.0]",0.16997346
1451,3266,Viktor Claesson,Sweden,Shot,Blocked,Left Foot,Open Play,"[113.0, 36.0]",0.23113738
1452,3267,Ola Toivonen,Sweden,Shot,Off T,Head,Open Play,"[105.0, 47.0]",0.0127511835
1453,3268,Harry Maguire,England,Shot,Off T,Left Foot,Open Play,"[111.0, 30.0]",0.10737247
1454,3269,Bamidele Alli,England,Shot,Blocked,Left Foot,Open Play,"[102.0, 29.0]",0.043078333
1455,3270,Bamidele Alli,England,Shot,Blocked,Right Foot,Open Play,"[107.0, 20.0]",0.033273663
1456,3271,Marcus Berg,Sweden,Shot,Saved,Left Foot,Open Play,"[110.0, 42.0]",0.13775387
1457,3272,Jesse Lingard,England,Shot,Blocked,Left Foot,Open Play,"[98.0, 43.0]",0.06470203
1458,3273,Ludwig Augustinsson,Sweden,Shot,Off T,Left Foot,Free Kick,"[100.0, 50.0]",0.11463995
1459,3591,Marco Reus,Germany,Shot,Off T,Right Foot,Open Play,"[113.0, 22.0]",0.020881904
1460,3592,Sami Khedira,Germany,Shot,Saved,Head,Open Play,"[111.0, 42.0]",0.022346059
1461,3593,Woo-Young Jung,South Korea,Shot,Saved,Right Foot,Free Kick,"[87.0, 49.0]",0.039588153
1462,3594,Yong Lee,South Korea,Shot,Off T,Right Foot,Open Play,"[91.0, 50.0]",0.011354855
1463,3595,Heung-Min Son,South Korea,Shot,Off T,Right Foot,Open Play,"[108.0, 51.0]",0.06565892
1464,3596,Marco Reus,Germany,Shot,Blocked,Left Foot,Open Play,"[97.0, 42.0]",0.09013645
1465,3597,Timo Werner,Germany,Shot,Blocked,Right Foot,Open Play,"[108.0, 51.0]",0.11420574
1466,3598,Leon Goretzka,Germany,Shot,Wayward,Head,Open Play,"[112.0, 43.0]",0.06378762
1467,3599,Mats Hummels,Germany,Shot,Saved,Right Foot,Open Play,"[116.0, 37.0]",0.3409895
1468,3600,Mesut Özil,Germany,Shot,Blocked,Left Foot,Open Play,"[105.0, 60.0]",0.021395119
1469,3601,Heung-Min Son,South Korea,Shot,Off T,Right Foot,Open Play,"[99.0, 53.0]",0.041204456
1470,3602,Woo-Young Jung,South Korea,Shot,Saved,Right Foot,Open Play,"[89.0, 38.0]",0.016197857
1471,3603,Leon Goretzka,Germany,Shot,Saved,Head,Open Play,"[111.0, 39.0]",0.15384452
1472,3604,Toni Kroos,Germany,Shot,Off T,Right Foot,Open Play,"[85.0, 38.0]",0.013065994
1473,3605,Timo Werner,Germany,Shot,Off T,Right Foot,Open Play,"[108.0, 37.0]",0.10289497
1474,3606,Heung-Min Son,South Korea,Shot,Off T,Right Foot,Open Play,"[119.0, 31.0]",0.27235216
1475,3607,Joshua Kimmich,Germany,Shot,Blocked,Left Foot,Open Play,"[103.0, 56.0]",0.03501422
1476,3608,Sami Khedira,Germany,Shot,Blocked,Right Foot,Open Play,"[94.0, 52.0]",0.017935367
1477,3609,Toni Kroos,Germany,Shot,Blocked,Left Foot,Open Play,"[104.0, 31.0]",0.12934966
1478,3610,Heung-Min Son,South Korea,Shot,Off T,Right Foot,Open Play,"[96.0, 42.0]",0.042058438
1479,3611,Timo Werner,Germany,Shot,Off T,Right Foot,Open Play,"[112.0, 28.0]",0.03699075
1480,3612,Mario Gómez García,Germany,Shot,Saved,Head,Open Play,"[113.0, 39.0]",0.22437352
1481,3613,Toni Kroos,Germany,Shot,Off T,Left Foot,Open Play,"[94.0, 39.0]",0.04536848
1482,3614,Mario Gómez García,Germany,Shot,Blocked,Left Foot,Open Play,"[115.0, 43.0]",0.28396937
1483,3615,Heung-Min Son,South Korea,Shot,Off T,Right Foot,Open Play,"[102.0, 29.0]",0.04896827
1484,3616,Thomas Müller,Germany,Shot,Off T,Head,Open Play,"[112.0, 44.0]",0.15893847
1485,3617,Marco Reus,Germany,Shot,Off T,Right Foot,Open Play,"[97.0, 54.0]",0.029524803
1486,3618,Julian Brandt,Germany,Shot,Blocked,Right Foot,Open Play,"[109.0, 29.0]",0.1500678
1487,3619,Toni Kroos,Germany,Shot,Off T,Right Foot,Open Play,"[95.0, 33.0]",0.043211073
1488,3620,Mats Hummels,Germany,Shot,Off T,Other,Open Play,"[112.0, 39.0]",0.24813859
1489,3621,Toni Kroos,Germany,Shot,Saved,Right Foot,Open Play,"[98.0, 41.0]",0.047491834
1490,3622,Woo-Young Jung,South Korea,Shot,Saved,Right Foot,Open Play,"[86.0, 39.0]",0.01241907
1491,3623,Jae-Sung Lee,South Korea,Shot,Blocked,Left Foot,Open Play,"[98.0, 42.0]",0.04271262
1492,3624,Young-Gwon Kim,South Korea,Shot,Goal,Left Foot,Open Play,"[115.0, 42.0]",0.47217062
1493,3625,Thomas Müller,Germany,Shot,Wayward,Head,Open Play,"[108.0, 36.0]",0.07952041
1494,3626,Mats Hummels,Germany,Shot,Off T,Head,Open Play,"[115.0, 47.0]",0.12002199
1495,3627,Heung-Min Son,South Korea,Shot,Goal,Left Foot,Open Play,"[116.0, 32.0]",0.780189
1496,3628,Thomas Müller,Germany,Shot,Blocked,Right Foot,Open Play,"[99.0, 35.0]",0.07533962
1497,3629,Julian Brandt,Germany,Shot,Saved,Right Foot,Open Play,"[102.0, 49.0]",0.06612207
1498,3630,Mats Hummels,Germany,Shot,Blocked,Left Foot,Open Play,"[106.0, 35.0]",0.049124252
1499,3631,Mats Hummels,Germany,Shot,Off T,Head,Open Play,"[113.0, 39.0]",0.19015019
1500,3645,Yūya Ōsako,Japan,Shot,Saved,Left Foot,Open Play,"[104.0, 48.0]",0.25592348
1501,3646,Shinji Kagawa,Japan,Shot,Blocked,Left Foot,Open Play,"[103.0, 39.0]",0.147781
1502,3647,Shinji Kagawa,Japan,Shot,Goal,Right Foot,Penalty,"[108.0, 40.0]",0.76
1503,3648,Radamel Falcao García Zárate,Colombia,Shot,Saved,Left Foot,Open Play,"[112.0, 43.0]",0.22891212
1504,3649,Takashi Inui,Japan,Shot,Off T,Right Foot,Open Play,"[108.0, 30.0]",0.168692
1505,3650,Juan Fernando Quintero Paniagua,Colombia,Shot,Blocked,Left Foot,Open Play,"[93.0, 49.0]",0.021943275
1506,3651,Oscar Fabián Murillo Murillo,Colombia,Shot,Wayward,Head,Open Play,"[110.0, 34.0]",0.026016064
1507,3652,Juan Guillermo Cuadrado Bello,Colombia,Shot,Blocked,Right Foot,Open Play,"[101.0, 60.0]",0.015954943
1508,3653,Yūya Ōsako,Japan,Shot,Wayward,Right Foot,Open Play,"[112.0, 26.0]",0.07296688
1509,3654,Radamel Falcao García Zárate,Colombia,Shot,Saved,Right Foot,Open Play,"[109.0, 45.0]",0.11823388
1510,3655,Juan Fernando Quintero Paniagua,Colombia,Shot,Goal,Left Foot,Free Kick,"[100.0, 60.0]",0.03302352
1511,3656,Yūya Ōsako,Japan,Shot,Saved,Left Foot,Open Play,"[117.0, 30.0]",0.11830249
1512,3657,Takashi Inui,Japan,Shot,Saved,Right Foot,Open Play,"[106.0, 28.0]",0.06157763
1513,3658,Maya Yoshida,Japan,Shot,Off T,Head,Open Play,"[113.0, 39.0]",0.1089635
1514,3659,Hiroki Sakai,Japan,Shot,Off T,Right Foot,Open Play,"[110.0, 57.0]",0.027961968
1515,3660,Takashi Inui,Japan,Shot,Blocked,Right Foot,Open Play,"[105.0, 25.0]",0.038647596
1516,3661,Keisuke Honda,Japan,Shot,Saved,Left Foot,Open Play,"[96.0, 60.0]",0.015934661
1517,3662,Hiroki Sakai,Japan,Shot,Blocked,Right Foot,Open Play,"[114.0, 49.0]",0.12429098
1518,3663,Yūya Ōsako,Japan,Shot,Goal,Head,Open Play,"[117.0, 39.0]",0.23470171
1519,3664,James David Rodríguez Rubio,Colombia,Shot,Blocked,Left Foot,Open Play,"[112.0, 54.0]",0.04734624
1520,3665,Jefferson Andrés Lerma Solís,Colombia,Shot,Wayward,Other,Open Play,"[113.0, 47.0]",0.04337223
1521,3666,Carlos Arturo Bacca Ahumada,Colombia,Shot,Blocked,Right Foot,Open Play,"[109.0, 31.0]",0.06710881
1522,3667,Oscar Fabián Murillo Murillo,Colombia,Shot,Wayward,Head,Open Play,"[111.0, 42.0]",0.08291103
1523,3668,Yūya Ōsako,Japan,Shot,Wayward,Head,Open Play,"[108.0, 43.0]",0.058462113
1524,3226,Eden Hazard,Belgium,Shot,Off T,Left Foot,Open Play,"[109.0, 23.0]",0.019637499
1525,3227,Blaise Matuidi,France,Shot,Saved,Left Foot,Open Play,"[92.0, 38.0]",0.01303839
1526,3228,Eden Hazard,Belgium,Shot,Blocked,Right Foot,Open Play,"[107.0, 21.0]",0.01630504
1527,3229,Toby Alderweireld,Belgium,Shot,Saved,Left Foot,Open Play,"[105.0, 41.0]",0.06923522
1528,3230,Olivier Giroud,France,Shot,Off T,Left Foot,Open Play,"[103.0, 48.0]",0.24659362
1529,3231,Olivier Giroud,France,Shot,Off T,Head,Open Play,"[108.0, 44.0]",0.040773172
1530,3232,Olivier Giroud,France,Shot,Wayward,Left Foot,Open Play,"[107.0, 32.0]",0.15631188
1531,3233,Antoine Griezmann,France,Shot,Off T,Right Foot,Open Play,"[98.0, 30.0]",0.0468742
1532,3234,Olivier Giroud,France,Shot,Off T,Left Foot,Open Play,"[109.0, 36.0]",0.13414341
1533,3235,Antoine Griezmann,France,Shot,Off T,Left Foot,Open Play,"[91.0, 32.0]",0.026999686
1534,3236,Antoine Griezmann,France,Shot,Blocked,Left Foot,Open Play,"[96.0, 50.0]",0.019341314
1535,3237,Benjamin Pavard,France,Shot,Saved,Right Foot,Open Play,"[114.0, 53.0]",0.09804139
1536,3238,Blaise Matuidi,France,Shot,Wayward,Head,Open Play,"[105.0, 30.0]",0.036197774
1537,3239,Antoine Griezmann,France,Shot,Blocked,Left Foot,Free Kick,"[96.0, 57.0]",0.045064036
1538,3240,Romelu Lukaku Menama,Belgium,Shot,Off T,Head,Open Play,"[111.0, 40.0]",0.054394465
1539,3241,Olivier Giroud,France,Shot,Blocked,Right Foot,Open Play,"[107.0, 31.0]",0.058892976
1540,3242,Samuel Yves Umtiti,France,Shot,Goal,Head,Open Play,"[118.0, 47.0]",0.07233822
1541,3243,Blaise Matuidi,France,Shot,Blocked,Left Foot,Open Play,"[99.0, 30.0]",0.032036
1542,3244,Olivier Giroud,France,Shot,Blocked,Left Foot,Open Play,"[112.0, 34.0]",0.17627539
1543,3245,Toby Alderweireld,Belgium,Shot,Off T,Right Foot,Open Play,"[93.0, 60.0]",0.0116144605
1544,3246,Kevin De Bruyne,Belgium,Shot,Wayward,Right Foot,Open Play,"[107.0, 38.0]",0.10418073
1545,3247,Marouane Fellaini-Bakkioui,Belgium,Shot,Off T,Head,Open Play,"[108.0, 40.0]",0.07174937
1546,3248,Olivier Giroud,France,Shot,Off T,Left Foot,Open Play,"[100.0, 32.0]",0.036298357
1547,3249,Kevin De Bruyne,Belgium,Shot,Off T,Left Foot,Open Play,"[95.0, 34.0]",0.0364441
1548,3250,Paul Pogba,France,Shot,Off T,Head,Open Play,"[108.0, 42.0]",0.038035292
1549,3251,Axel Witsel,Belgium,Shot,Saved,Right Foot,Open Play,"[91.0, 27.0]",0.015624825
1550,3252,Antoine Griezmann,France,Shot,Saved,Right Foot,Open Play,"[103.0, 46.0]",0.119997054
1551,3253,Corentin Tolisso,France,Shot,Saved,Left Foot,Open Play,"[107.0, 31.0]",0.16674982
1552,4312,Thomas Meunier,Belgium,Shot,Goal,Right Foot,Open Play,"[113.0, 41.0]",0.2976184
1553,4313,Raheem Shaquille Sterling,England,Shot,Blocked,Left Foot,Open Play,"[100.0, 53.0]",0.059819948
1554,4314,Kevin De Bruyne,Belgium,Shot,Saved,Right Foot,Open Play,"[108.0, 29.0]",0.05701546
1555,4315,Fabian Delph,England,Shot,Saved,Right Foot,Open Play,"[91.0, 31.0]",0.017405652
1556,4316,Ruben Loftus-Cheek,England,Shot,Saved,Head,Open Play,"[108.0, 45.0]",0.050740242
1557,4317,Harry Maguire,England,Shot,Saved,Head,Open Play,"[108.0, 37.0]",0.014484448
1558,4318,Harry Kane,England,Shot,Off T,Right Foot,Open Play,"[104.0, 41.0]",0.10772764
1559,4319,Raheem Shaquille Sterling,England,Shot,Off T,Right Foot,Open Play,"[97.0, 29.0]",0.028621446
1560,4320,Youri Tielemans,Belgium,Shot,Blocked,Right Foot,Open Play,"[97.0, 40.0]",0.033633463
1561,4321,Eden Hazard,Belgium,Shot,Blocked,Right Foot,Open Play,"[106.0, 51.0]",0.077757634
1562,4322,Youri Tielemans,Belgium,Shot,Wayward,Right Foot,Open Play,"[96.0, 43.0]",0.03229424
1563,4323,Toby Alderweireld,Belgium,Shot,Off T,Right Foot,Open Play,"[110.0, 34.0]",0.049434207
1564,4324,Kevin De Bruyne,Belgium,Shot,Blocked,Right Foot,Open Play,"[104.0, 52.0]",0.038013883
1565,4325,Romelu Lukaku Menama,Belgium,Shot,Blocked,Left Foot,Open Play,"[104.0, 30.0]",0.09781054
1566,4326,Jesse Lingard,England,Shot,Off T,Right Foot,Open Play,"[109.0, 54.0]",0.023827497
1567,4327,Jesse Lingard,England,Shot,Blocked,Right Foot,Open Play,"[107.0, 58.0]",0.021512281
1568,4328,Harry Kane,England,Shot,Wayward,Right Foot,Open Play,"[100.0, 48.0]",0.025310759
1569,4329,Eric Dier,England,Shot,Saved,Right Foot,Open Play,"[94.0, 50.0]",0.029425079
1570,4330,Eric Dier,England,Shot,Blocked,Right Foot,Open Play,"[112.0, 50.0]",0.25625533
1571,4331,Harry Maguire,England,Shot,Off T,Head,Open Play,"[110.0, 40.0]",0.064027205
1572,4332,Eric Dier,England,Shot,Off T,Head,Open Play,"[109.0, 43.0]",0.05466971
1573,4333,Harry Maguire,England,Shot,Off T,Head,Open Play,"[111.0, 33.0]",0.029847719
1574,4334,Dries Mertens,Belgium,Shot,Off T,Right Foot,Open Play,"[104.0, 30.0]",0.064848706
1575,4335,Thomas Meunier,Belgium,Shot,Saved,Right Foot,Open Play,"[109.0, 55.0]",0.05458503
1576,4336,Marcus Rashford,England,Shot,Saved,Right Foot,Open Play,"[99.0, 23.0]",0.0414745
1577,4337,Eden Hazard,Belgium,Shot,Goal,Right Foot,Open Play,"[112.0, 35.0]",0.3376146
1578,3207,Roman Zobnin,Russia,Shot,Blocked,Left Foot,Open Play,"[100.0, 22.0]",0.024663324
1579,3208,Sergei Ignashevich,Russia,Shot,Saved,Head,Open Play,"[110.0, 38.0]",0.07677571
1580,3209,Aleksandr Golovin,Russia,Shot,Off T,Right Foot,Open Play,"[96.0, 37.0]",0.073840134
1581,3210,Denis Cheryshev,Russia,Shot,Blocked,Left Foot,Open Play,"[99.0, 48.0]",0.036032032
1582,3211,Marwan Mohsen,Egypt,Shot,Blocked,Head,Open Play,"[116.0, 33.0]",0.07518085
1583,3212,Mahmoud Ibrahim Hassan,Egypt,Shot,Off T,Right Foot,Open Play,"[105.0, 24.0]",0.040192466
1584,3213,Denis Cheryshev,Russia,Shot,Off T,Right Foot,Open Play,"[92.0, 34.0]",0.012952245
1585,3214,Yury Gazinskiy,Russia,Shot,Off T,Right Foot,Open Play,"[89.0, 32.0]",0.020071592
1586,3215,Mahmoud Ibrahim Hassan,Egypt,Shot,Blocked,Right Foot,Open Play,"[99.0, 28.0]",0.043603424
1587,3216,Marwan Mohsen,Egypt,Shot,Wayward,Head,Open Play,"[117.0, 25.0]",0.015450136
1588,3217,Marwan Mohsen,Egypt,Shot,Off T,Head,Open Play,"[113.0, 34.0]",0.033839483
1589,3218,Denis Cheryshev,Russia,Shot,Wayward,Left Foot,Open Play,"[90.0, 39.0]",0.015880683
1590,3219,Marwan Mohsen,Egypt,Shot,Saved,Head,Open Play,"[107.0, 41.0]",0.03436539
1591,3220,Artem Dzyuba,Russia,Shot,Off T,Head,Open Play,"[113.0, 47.0]",0.03691661
1592,3221,Mohamed Salah,Egypt,Shot,Off T,Left Foot,Open Play,"[104.0, 46.0]",0.07566194
1593,3222,Roman Zobnin,Russia,Shot,Blocked,Right Foot,Open Play,"[97.0, 55.0]",0.033548277
1594,3223,Mohamed Salah,Egypt,Shot,Blocked,Left Foot,Open Play,"[107.0, 33.0]",0.14315405
1595,3224,Denis Cheryshev,Russia,Shot,Goal,Left Foot,Open Play,"[111.0, 47.0]",0.118507884
1596,3225,Artem Dzyuba,Russia,Shot,Goal,Right Foot,Open Play,"[108.0, 44.0]",0.23581284
1597,3226,Ali Gabr,Egypt,Shot,Off T,Head,Open Play,"[107.0, 49.0]",0.015155
1598,3227,Mahmoud Ibrahim Hassan,Egypt,Shot,Off T,Right Foot,Open Play,"[101.0, 40.0]",0.11809318
1599,3228,Abdalla Mahmoud El Said Bekhit,Egypt,Shot,Off T,Right Foot,Open Play,"[90.0, 34.0]",0.01917266
1600,3229,Mohamed Salah,Egypt,Shot,Goal,Left Foot,Penalty,"[108.0, 40.0]",0.76
1601,3230,Sergei Ignashevich,Russia,Shot,Saved,Head,Open Play,"[117.0, 34.0]",0.22739872
1602,3231,Mohamed Salah,Egypt,Shot,Blocked,Left Foot,Open Play,"[102.0, 38.0]",0.07542016
1603,3232,Amr Medhat Warda,Egypt,Shot,Off T,Left Foot,Open Play,"[102.0, 59.0]",0.044241335
1604,3233,Tarek Hamed,Egypt,Shot,Blocked,Right Foot,Open Play,"[93.0, 50.0]",0.025914943
1605,3209,Julian Draxler,Germany,Shot,Blocked,Right Foot,Open Play,"[113.0, 42.0]",0.2631674
1606,3210,Jonas Hector,Germany,Shot,Blocked,Left Foot,Open Play,"[104.0, 40.0]",0.051938135
